Japanese profanity subClassOf profanity, Japanese profanity subClassOf meaning, profanity disjointWith meaning
pejorative subClassOf meaning, pejorative subClassOf meaning, meaning disjointWith meaning
Orcs subClassOf slur, Orcs subClassOf word or phrase, slur disjointWith word or phrase
Quebec French profanity subClassOf profanity, Quebec French profanity subClassOf word or phrase, profanity disjointWith word or phrase
racist insult subClassOf insult, racist insult subClassOf meaning, insult disjointWith meaning
Cantonese profanity subClassOf profanity, Cantonese profanity subClassOf meaning, profanity disjointWith meaning
dysphemism subClassOf phrase, dysphemism subClassOf meaning, phrase disjointWith meaning
Italian profanity subClassOf profanity, Italian profanity subClassOf meaning, profanity disjointWith meaning
Esperanto profanity subClassOf profanity, Esperanto profanity subClassOf word or phrase, profanity disjointWith word or phrase
religious slur subClassOf nickname, religious slur subClassOf meaning, nickname disjointWith meaning
offensive word subClassOf profanity, offensive word subClassOf meaning, profanity disjointWith meaning
Latin profanity subClassOf profanity, Latin profanity subClassOf word or phrase, profanity disjointWith word or phrase
profanity subClassOf meaning, profanity subClassOf meaning, meaning disjointWith meaning
idiomatic subClassOf meaning, idiomatic subClassOf word or phrase, meaning disjointWith word or phrase
seven dirty words subClassOf English profanity, seven dirty words subClassOf meaning, English profanity disjointWith meaning
ethnophaulism subClassOf exonym, ethnophaulism subClassOf meaning, exonym disjointWith meaning
Big Chocolate subClassOf pejorative, Big Chocolate subClassOf meaning, pejorative disjointWith meaning
orthodoxy of the brain subClassOf religious slur, orthodoxy of the brain subClassOf meaning, religious slur disjointWith meaning
miser subClassOf stereotype, miser subClassOf word or phrase, stereotype disjointWith word or phrase
vulgarism subClassOf obscenity, vulgarism subClassOf word or phrase, obscenity disjointWith word or phrase
Portuguese profanity subClassOf profanity, Portuguese profanity subClassOf meaning, profanity disjointWith meaning
Profanity in American Sign Language subClassOf profanity, Profanity in American Sign Language subClassOf word or phrase, profanity disjointWith word or phrase
Profanity in science fiction subClassOf profanity, Profanity in science fiction subClassOf meaning, profanity disjointWith meaning
bugger subClassOf pejorative, bugger subClassOf meaning, pejorative disjointWith meaning
Kazakh profanity subClassOf profanity, Kazakh profanity subClassOf meaning, profanity disjointWith meaning
Quisling subClassOf pejorative, Quisling subClassOf meaning, pejorative disjointWith meaning
Finnish profanity subClassOf profanity, Finnish profanity subClassOf word or phrase, profanity disjointWith word or phrase
mat subClassOf Russian profanity, mat subClassOf word or phrase, Russian profanity disjointWith word or phrase
Applave subClassOf pejorative, Applave subClassOf word or phrase, pejorative disjointWith word or phrase
slur subClassOf name calling, slur subClassOf meaning, name calling disjointWith meaning
rare subClassOf meaning, rare subClassOf meaning, meaning disjointWith meaning
dick slang subClassOf profanity, dick slang subClassOf word or phrase, profanity disjointWith word or phrase
Russian profanity subClassOf profanity, Russian profanity subClassOf meaning, profanity disjointWith meaning
English profanity subClassOf profanity, English profanity subClassOf word or phrase, profanity disjointWith word or phrase
Kacidhja subClassOf miser, Kacidhja subClassOf word or phrase, miser disjointWith word or phrase
Polish vulgarisms and curses subClassOf profanity, Polish vulgarisms and curses subClassOf word or phrase, profanity disjointWith word or phrase
adopted child of biological mother and father subClassOf adopted child of biological mother, adopted child of biological mother and father subClassOf adopted child of biological mother, adopted child of biological mother disjointWith adopted child of biological mother
milk sister subClassOf milk sibling, milk sister subClassOf biological sister, milk sibling disjointWith biological sister
odd perfect number subClassOf perfect number, odd perfect number subClassOf even number, perfect number disjointWith even number
Harvey subClassOf medical simulation, Harvey subClassOf conceptual model, medical simulation disjointWith conceptual model
g0y subClassOf homosexuality, g0y subClassOf homosexuality, homosexuality disjointWith homosexuality
rare subClassOf meaning, rare subClassOf word or phrase, meaning disjointWith word or phrase
cause célèbre subClassOf phrase, cause célèbre subClassOf word or phrase, phrase disjointWith word or phrase
Tom Swifty subClassOf joke, Tom Swifty subClassOf usage, joke disjointWith usage
obsolete medical term subClassOf archaism, obsolete medical term subClassOf word or phrase, archaism disjointWith word or phrase
archaism subClassOf lexicology, archaism subClassOf word or phrase, lexicology disjointWith word or phrase
ri subClassOf pronoun, ri subClassOf word or phrase, pronoun disjointWith word or phrase
eonism subClassOf archaism, eonism subClassOf word or phrase, archaism disjointWith word or phrase
irony subClassOf trope, irony subClassOf usage, trope disjointWith usage
blend word subClassOf blend word, blend word subClassOf usage, blend word disjointWith usage
metonymy subClassOf trope, metonymy subClassOf usage, trope disjointWith usage
poetic country name subClassOf archaism, poetic country name subClassOf usage, archaism disjointWith usage
tushery subClassOf archaism, tushery subClassOf usage, archaism disjointWith usage
irony in Hafez poetry subClassOf irony, irony in Hafez poetry subClassOf usage, irony disjointWith usage
phubbing subClassOf blend word, phubbing subClassOf usage, blend word disjointWith usage
portmanteau couple name subClassOf blend word, portmanteau couple name subClassOf usage, blend word disjointWith usage
homosexual seduction theory subClassOf obsolete medical term, homosexual seduction theory subClassOf word or phrase, obsolete medical term disjointWith word or phrase
synecdoche subClassOf metonymy, synecdoche subClassOf word or phrase, metonymy disjointWith word or phrase
sarcasm subClassOf humor, sarcasm subClassOf word or phrase, humor disjointWith word or phrase
people-first language subClassOf metonymy, people-first language subClassOf word or phrase, metonymy disjointWith word or phrase
Socratic irony subClassOf irony, Socratic irony subClassOf usage, irony disjointWith usage
identity-first language subClassOf metonymy, identity-first language subClassOf word or phrase, metonymy disjointWith word or phrase
Ye Olde Englishe subClassOf tushery, Ye Olde Englishe subClassOf usage, tushery disjointWith usage
Swedish military mnemonics subClassOf acronym, Swedish military mnemonics subClassOf word or phrase, acronym disjointWith word or phrase
Korean honorifics subClassOf honorific, Korean honorifics subClassOf usage, honorific disjointWith usage
Ukrainian honorific plural subClassOf honorific, Ukrainian honorific plural subClassOf meaning, honorific disjointWith meaning
desu/masu style subClassOf polite language, desu/masu style subClassOf usage, polite language disjointWith usage
baito keigo subClassOf honorific speech in Japanese, baito keigo subClassOf meaning, honorific speech in Japanese disjointWith meaning
honorific subClassOf meaning, honorific subClassOf meaning, meaning disjointWith meaning
honorific speech in Japanese subClassOf honorific, honorific speech in Japanese subClassOf usage, honorific disjointWith usage
highest honorifics subClassOf honorific speech in Japanese, highest honorifics subClassOf usage, honorific speech in Japanese disjointWith usage
rare subClassOf meaning, rare subClassOf usage, meaning disjointWith usage
Bangla polite form subClassOf honorific, Bangla polite form subClassOf meaning, honorific disjointWith meaning
humble language subClassOf honorific speech in Japanese, humble language subClassOf meaning, honorific speech in Japanese disjointWith meaning
respectful language subClassOf honorific speech in Japanese, respectful language subClassOf usage, honorific speech in Japanese disjointWith usage
polite language subClassOf honorific speech in Japanese, polite language subClassOf meaning, honorific speech in Japanese disjointWith meaning
Judaism and Mormonism subClassOf Judaism, Judaism and Mormonism subClassOf Christianity, Judaism disjointWith Christianity
Pre-Adamite subClassOf Christianity, Pre-Adamite subClassOf Judaism, Christianity disjointWith Judaism
mitochondrial son subClassOf mitochondrial child, mitochondrial son subClassOf genetic son, mitochondrial child disjointWith genetic son
chrononym subClassOf common noun, chrononym subClassOf common noun, common noun disjointWith common noun
mitochondrial daughter subClassOf mitochondrial child, mitochondrial daughter subClassOf mitochondrial child, mitochondrial child disjointWith mitochondrial child
saint symbolism subClassOf attribute, saint symbolism subClassOf abstract object, attribute disjointWith abstract object
